id,userId,parentId,eventId,homeworkRequestId,classId,documentId,message,priority,creationDate,lastModificationDate,expirationDate,notificationType,sphere,title
5ea70180c6cc020001891469,5e617d019fed0e00015600a9,Null,5ea70180c6cc020001891466,Null,Null,Null,Vous Ãªtes invité Ã  lévénement {0} organisé par {1},1,2020-04-27 18:00,2021-02-15 14:07,2020-10-26 20:22,INVITATION_EVENT,EVENT,
5e621c689fed0e0001560199,5e6212b29fed0e00015600be,Null,5e621c689fed0e0001560198,Null,Null,Null,Vous êtes invité à L'événement c'est le week-end ! organisé par [Samuel Rémy],1,2020-03-06 10:48,2021-02-15 14:07,2020-03-07 01:00,INVITATION_EVENT,,
5ea70180c6cc020001891473,5e6212b29fed0e00015600be,Null,5ea70180c6cc020001891466,Null,Null,Null,Vous Ãªtes invité Ã  lévénement {0} organisé par {1},1,2020-04-27 18:00,2021-02-15 14:07,2020-05-12 18:00,INVITATION_EVENT,EVENT,
5e839b129fed0e0001f16502,5e62341f9fed0e0001560209,Null,5e839b129fed0e0001f16500,Null,Null,Null,Vous êtes invité à L'événement a la maison  organisé par [Jérémie Lachcar],1,2020-03-31 21:33,2021-02-15 14:07,2020-04-10 02:00,INVITATION_EVENT,,
5e6223409fed0e00015601da,5e617dbb9fed0e00015600b1,Null,5e6223409fed0e00015601d7,Null,Null,Null,Vous êtes invité à L'événement Repas chez laura  organisé par [Laura Michael],1,2020-03-06 11:17,2021-02-15 14:07,2020-03-20 11:17,INVITATION_EVENT,,
5e7b89119fed0e000191fcf5,5e6212b29fed0e00015600be,Null,5e7b89119fed0e000191fcf2,Null,Null,Null,Vous êtes invité à L'événement 1 er test caro organisé par [Caroline Guérard],1,2020-03-25 17:38,2021-02-15 14:07,2020-03-26 01:00,INVITATION_EVENT,,
5e6224d59fed0e00015601dd,5e6212b29fed0e00015600be,Null,5e6224d59fed0e00015601dc,Null,Null,Null,Vous êtes invité à L'événement Les lyonnais à Paris organisé par [Marie Lewin],1,2020-03-06 11:24,2021-02-15 14:07,2020-03-20 11:24,INVITATION_EVENT,,
5ea70180c6cc020001891467,5e617db09fed0e00015600af,Null,5ea70180c6cc020001891466,Null,Null,Null,Vous Ãªtes invité Ã  lévénement {0} organisé par {1},1,2020-04-27 18:00,2021-02-15 14:07,2020-05-12 18:00,INVITATION_EVENT,EVENT,
5ec78fa77b37df0001caadad,5e6210c09fed0e00015600b7,Null,5ea70180c6cc020001891466,Null,Null,Null,You are invited to the event Réunion feamzy organized by [Marie Lewin],1,2020-05-22 10:39,2021-02-15 14:07,2020-06-02 21:30,INVITATION_EVENT,EVENT,
5ea70180c6cc02000189146f,5e617dc09fed0e00015600b2,Null,5ea70180c6cc020001891466,Null,Null,Null,Vous Ãªtes invité Ã  lévénement {0} organisé par {1},1,2020-04-27 18:00,2021-02-15 14:07,2020-05-12 18:00,INVITATION_EVENT,EVENT,
5ea70180c6cc020001891471,5e617d9f9fed0e00015600ac,Null,5ea70180c6cc020001891466,Null,Null,Null,Vous Ãªtes invité Ã  lévénement {0} organisé par {1},1,2020-04-27 18:00,2021-02-15 14:07,2020-05-12 18:00,INVITATION_EVENT,EVENT,
5ec78b527b37df0001caad9e,5e617d019fed0e00015600a9,Null,5ec59550e7ecff000176293e,Null,Null,Null,You are invited to the event break en normandie organized by [Simon Guerard],1,2020-05-22 10:20,2021-02-15 14:07,2020-10-26 20:22,INVITATION_EVENT,EVENT,
5ec78fa87b37df0001caadb1,5e617dc09fed0e00015600b2,Null,5ea70180c6cc020001891466,Null,Null,Null,You are invited to the event Réunion feamzy organized by [Marie Lewin],1,2020-05-22 10:39,2021-02-15 14:07,2020-06-02 21:30,INVITATION_EVENT,EVENT,
5ec78fa97b37df0001caadb5,5e617d019fed0e00015600a9,Null,5ea70180c6cc020001891466,Null,Null,Null,You are invited to the event Réunion feamzy organized by [Marie Lewin],1,2020-05-22 10:39,2021-02-15 14:07,2020-10-26 20:22,INVITATION_EVENT,EVENT,
5ec78fa97b37df0001caadb4,5e6210d99fed0e00015600ba,Null,5ea70180c6cc020001891466,Null,Null,Null,You are invited to the event Réunion feamzy organized by [Marie Lewin],1,2020-05-22 10:39,2021-02-15 14:07,2020-06-02 21:30,INVITATION_EVENT,EVENT,
5ec78fa87b37df0001caadb0,5e617d9f9fed0e00015600ac,Null,5ea70180c6cc020001891466,Null,Null,Null,You are invited to the event Réunion feamzy organized by [Marie Lewin],1,2020-05-22 10:39,2021-02-15 14:07,2020-06-02 21:30,INVITATION_EVENT,EVENT,
5e62af2b9fed0e000156099b,5e617dc09fed0e00015600b2,Null,5e62410b9fed0e000156035a,Null,Null,Null,L'événement a été modifié,2,2020-03-06 21:14,2021-02-15 14:07,2020-03-15 01:00,INFORMATION,,
5ea70180c6cc020001891472,5e6210d99fed0e00015600ba,Null,5ea70180c6cc020001891466,Null,Null,Null,Vous Ãªtes invité Ã  lévénement {0} organisé par {1},1,2020-04-27 18:00,2021-02-15 14:07,2020-05-12 18:00,INVITATION_EVENT,EVENT,
5e75d5179fed0e000191fced,5e617dbb9fed0e00015600b1,Null,5e75d5179fed0e000191fcec,Null,Null,Null,Vous êtes invité à L'événement Un petit télé apéro ?  organisé par [Marie Lewin],1,2020-03-21 09:49,2021-02-15 14:07,2020-03-22 01:00,INVITATION_EVENT,,
5e6966e39fed0e0001560bb7,5e62341f9fed0e0001560209,Null,5e6966e39fed0e0001560bb6,Null,Null,Null,Vous êtes invité à L'événement hello test organisé par [Jérémie Lachcar],1,2020-03-11 23:32,2021-02-15 14:07,2020-03-13 01:00,INVITATION_EVENT,,
5ea70180c6cc020001891477,5e6210cd9fed0e00015600b9,Null,5ea70180c6cc020001891466,Null,Null,Null,Vous Ãªtes invité Ã  lévénement {0} organisé par {1},1,2020-04-27 18:00,2021-02-15 14:07,2020-05-12 18:00,INVITATION_EVENT,EVENT,
5ea70180c6cc020001891470,5e617dbb9fed0e00015600b1,Null,5ea70180c6cc020001891466,Null,Null,Null,Vous Ãªtes invité Ã  lévénement {0} organisé par {1},1,2020-04-27 18:00,2021-02-15 14:07,2020-05-12 18:00,INVITATION_EVENT,EVENT,
5ea70180c6cc020001891475,5e617dc79fed0e00015600b3,Null,5ea70180c6cc020001891466,Null,Null,Null,Vous Ãªtes invité Ã  lévénement {0} organisé par {1},1,2020-04-27 18:00,2021-02-15 14:07,2020-05-12 18:00,INVITATION_EVENT,EVENT,
5ea70180c6cc020001891468,5e6210c09fed0e00015600b7,Null,5ea70180c6cc020001891466,Null,Null,Null,Vous Ãªtes invité Ã  lévénement {0} organisé par {1},1,2020-04-27 18:00,2021-02-15 14:07,2020-05-12 18:00,INVITATION_EVENT,EVENT,
5ec78fa17b37df0001caada7,5e617db09fed0e00015600af,Null,5ea70180c6cc020001891466,Null,Null,Null,You are invited to the event Réunion feamzy organized by [Marie Lewin],1,2020-05-22 10:38,2021-02-15 14:07,2020-06-02 21:30,INVITATION_EVENT,EVENT,
5ec790e07b37df0001caadb7,5e617d019fed0e00015600a9,Null,5ec28f8b7b059100010baa8f,Null,Null,Null,You are invited to the event Côte de boeuf party organized by [Marie Lewin],1,2020-05-22 10:44,2021-02-15 14:07,2020-10-26 20:22,INVITATION_EVENT,EVENT,
5f0fffca287d3e0001cc73c2,5f0fffc8287d3e0001cc73c1,Null,Null,Null,Null,Null,,1,2020-07-16 09:20,2021-02-15 14:07,2020-07-31 09:20,SETUP_CALENDAR,HOME,
5ec78fa37b37df0001caadaa,5e6212b29fed0e00015600be,Null,5ea70180c6cc020001891466,Null,Null,Null,You are invited to the event Réunion feamzy organized by [Marie Lewin],1,2020-05-22 10:38,2021-02-15 14:07,2020-06-02 21:30,INVITATION_EVENT,EVENT,
5ec78f9c7b37df0001caada5,5e6210cd9fed0e00015600b9,Null,5ea70180c6cc020001891466,Null,Null,Null,You are invited to the event Réunion feamzy organized by [Marie Lewin],1,2020-05-22 10:38,2021-02-15 14:07,2020-06-02 21:30,INVITATION_EVENT,EVENT,
5ecf7851bc261f00011dcb0c,5e617d019fed0e00015600a9,Null,5ecf7851bc261f00011dcb0a,Null,Null,Null,You are invited to the event test SGU organized by [Simon Guerard],1,2020-05-28 10:37,2021-02-15 14:07,2020-10-26 20:22,INVITATION_EVENT,EVENT,
5f0ffff6287d3e0001cc73c7,5f0ffff5287d3e0001cc73c6,Null,Null,Null,Null,Null,,1,2020-07-16 09:21,2021-02-15 14:07,2020-07-31 09:21,SETUP_CALENDAR,HOME,
5f10af0c287d3e0001cc77e9,5f10af0c287d3e0001cc77e8,Null,Null,Null,Null,Null,,1,2020-07-16 21:48,2021-02-15 14:07,2020-07-16 09:49,SETUP_CALENDAR,HOME,
5f0ff5df287d3e0001cc72e6,5f0ff5dd287d3e0001cc72e5,Null,Null,Null,Null,Null,,1,2020-07-16 08:38,2021-02-15 14:07,2020-07-31 08:38,SETUP_CALENDAR,HOME,
5f11543d287d3e0001cc796d,5e617d019fed0e00015600a9,Null,5f103e8e287d3e0001cc74ba,Null,Null,Null,"la date, le lieu,  ont été changés",2,2020-07-17 09:33,2021-02-15 14:07,2020-10-26 20:22,INFORMATION_EVENT,EVENT,
5f186b5684e9da00016dbae6,5f186b5584e9da00016dbae5,Null,Null,Null,Null,Null,,1,2020-07-22 18:37,2021-02-15 14:07,2020-08-06 18:37,SETUP_CALENDAR,HOME,
5f1c009a201ae800014616ab,5f1c0099201ae800014616aa,Null,Null,Null,Null,Null,,1,2020-07-25 11:51,2021-02-15 14:07,2020-08-09 11:51,SETUP_CALENDAR,HOME,
5f198e1384e9da00016dbb29,5f198e1284e9da00016dbb28,Null,Null,Null,Null,Null,,1,2020-07-23 15:18,2021-02-15 14:07,2020-08-07 15:18,SETUP_CALENDAR,HOME,
5f10c54e287d3e0001cc7869,5f10c54d287d3e0001cc7868,Null,Null,Null,Null,Null,,1,2020-07-16 23:23,2021-02-15 14:07,2020-07-31 23:23,SETUP_CALENDAR,HOME,
5f1329a2f3e5ff00017a6ea6,5e617d9f9fed0e00015600ac,Null,5f1329a2f3e5ff00017a6ea4,Null,Null,Null,Vous êtes invité à l'événement week-end en tourraine organisé par Simon Guerard,1,2020-07-18 18:56,2021-02-15 14:07,2020-08-02 18:56,INVITATION_EVENT,EVENT,
5e6298cc9fed0e00015605f8,5e617d019fed0e00015600a9,Null,5e6298cc9fed0e00015605f7,Null,Null,Null,"Vous êtes invité à l'événement soiree apero organisé par [Mathieu Alison, Caroline Guérard]",1,2020-03-06 19:39,2021-02-15 14:07,2020-10-26 20:22,INVITATION_EVENT,,
5ec78fa77b37df0001caadaf,5e6210b49fed0e00015600b6,Null,5ea70180c6cc020001891466,Null,Null,Null,You are invited to the event Réunion feamzy organized by [Marie Lewin],1,2020-05-22 10:39,2021-02-15 14:07,2020-06-02 21:30,INVITATION_EVENT,EVENT,
5f2274e15daffe0001ead626,5f2274e05daffe0001ead625,Null,Null,Null,Null,Null,,1,2020-07-30 09:21,2021-02-15 14:07,2020-07-30 09:26,SETUP_CALENDAR,HOME,
5ec78f9c7b37df0001caada3,5e617dbb9fed0e00015600b1,Null,5ea70180c6cc020001891466,Null,Null,Null,You are invited to the event Réunion feamzy organized by [Marie Lewin],1,2020-05-22 10:38,2021-02-15 14:07,2020-06-02 21:30,INVITATION_EVENT,EVENT,
5ea70180c6cc020001891479,5e6210b49fed0e00015600b6,Null,5ea70180c6cc020001891466,Null,Null,Null,Vous Ãªtes invité Ã  lévénement {0} organisé par {1},1,2020-04-27 18:00,2021-02-15 14:07,2020-05-12 18:00,INVITATION_EVENT,EVENT,
5f10ae7b287d3e0001cc77e7,5f10ae7b287d3e0001cc77e6,Null,Null,Null,Null,Null,,1,2020-07-16 21:46,2021-02-15 14:07,2020-07-31 21:46,SETUP_CALENDAR,HOME,
5ec78fa77b37df0001caadae,5e617dc79fed0e00015600b3,Null,5ea70180c6cc020001891466,Null,Null,Null,You are invited to the event Réunion feamzy organized by [Marie Lewin],1,2020-05-22 10:39,2021-02-15 14:07,2020-06-02 21:30,INVITATION_EVENT,EVENT,
5f26eff18463630001c86463,5e6212b29fed0e00015600be,Null,5f203754201ae8000146175f,Null,Null,Null,", la date, le lieu,  ont été changés",2,2020-08-02 18:55,2021-02-15 14:07,2020-08-03 13:00,INFORMATION_EVENT,EVENT,
5f25ad978463630001c863d3,5e617dc79fed0e00015600b3,Null,5f25ad978463630001c863d2,Null,Null,Null,Vous êtes invité à l'événement Anniversaire marlene et anthony organisé par Alexandre Husset,1,2020-08-01 19:59,2021-02-15 14:07,2020-08-07 19:00,INVITATION_EVENT,EVENT,
5f2121945daffe0001ead403,5e617dc79fed0e00015600b3,Null,5f2121945daffe0001ead401,Null,Null,Null,Vous êtes invité à l'événement Dîner entre amis  organisé par Alexandre Husset,1,2020-07-29 09:13,2021-02-15 14:07,2020-07-29 20:00,INVITATION_EVENT,EVENT,
5f26eff18463630001c86461,5e617d019fed0e00015600a9,Null,5f203754201ae8000146175f,Null,Null,Null,", la date, le lieu,  ont été changés",2,2020-08-02 18:55,2021-02-15 14:07,2020-10-26 20:22,INFORMATION_EVENT,EVENT,
5f26effb8463630001c8646b,5e617d019fed0e00015600a9,Null,5f203754201ae8000146175f,Null,Null,Null,Marie Lewin a choisi la date de 03/08/2020 à 13:00 pour l'événement Déjeuner à Paris,1,2020-08-02 18:55,2021-02-15 14:07,2020-10-26 20:22,INFORMATION_EVENT,EVENT,
5f26effb8463630001c8646c,5e6212b29fed0e00015600be,Null,5f203754201ae8000146175f,Null,Null,Null,Marie Lewin a choisi la date de 03/08/2020 à 13:00 pour l'événement Déjeuner à Paris,1,2020-08-02 18:55,2021-02-15 14:07,2020-08-03 13:00,INFORMATION_EVENT,EVENT,
